"","country","year","LifeExp","income","population","continent"
"509","Sweden",1802,40.2,1500,2480000,"Europe"
"510","Switzerland",1802,38,2700,1770000,"Europe"
"511","Syria",1802,31.1,503,1260000,"Middle East"
"512","Tajikistan",1802,24.2,557,467000,"Asia"
"513","Tanzania",1802,32.2,562,3000000,"Africa"
"514","Thailand",1802,30.4,795,3140000,"Asia"
"515","Timor-Leste",1802,28.9,523,137000,"Asia"
"516","Togo",1802,31.3,683,446000,"Africa"
"517","Tonga",1802,28.2,663,18700,"Oceania"
"518","Trinidad and Tobago",1802,32.9,1230,22300,"The Americas"
"519","Tunisia",1802,28.8,716,807000,"Africa"
"520","Turkey",1802,35,1190,9790000,"Europe"
"521","Turkmenistan",1802,24,945,367000,"Asia"
"522","Uganda",1802,25.3,464,2460000,"Africa"
"523","Ukraine",1802,36.6,765,11200000,"Europe"
"524","United Arab Emirates",1802,30.7,1010,40200,"Middle East"
"525","United Kingdom",1802,38.6,3300,11000000,"Europe"
"526","United States",1802,39.4,2050,6230000,"The Americas"
"527","Uruguay",1802,32.9,1820,55000,"The Americas"
"528","Uzbekistan",1802,26.9,502,1920000,"Asia"
"529","Vanuatu",1802,24.3,586,27800,"Oceania"
"530","Venezuela",1802,32.2,1200,957000,"The Americas"
"531","Vietnam",1802,32,778,4200000,"Asia"
"532","Yemen",1802,23.4,882,2590000,"Middle East"
"533","Zambia",1802,32.6,667,770000,"Africa"
"534","Zimbabwe",1802,33.7,871,1090000,"Africa"
"535","Afghanistan",1803,28.2,603,3280000,"Asia"
"536","Albania",1803,35.4,667,405000,"Europe"
"537","Algeria",1803,28.8,718,2530000,"Africa"
"538","Andorra",1803,NA,1200,2650,"Europe"
"539","Angola",1803,27,626,1570000,"Africa"
"540","Antigua and Barbuda",1803,33.5,757,37000,"The Americas"
"541","Argentina",1803,33.2,1650,492000,"The Americas"
"542","Armenia",1803,34,514,413000,"Asia"
"543","Australia",1803,34,831,216000,"Oceania"
"544","Austria",1803,34.4,1870,3050000,"Europe"
"545","Azerbaijan",1803,29.2,775,880000,"Asia"
"546","Bahrain",1803,30.3,1250,64500,"Middle East"
"547","Bangladesh",1803,25.5,876,19300000,"Asia"
"548","Barbados",1803,32.1,914,81700,"The Americas"
"549","Belarus",1803,36.2,609,2360000,"Europe"
"550","Belgium",1803,40,2400,3280000,"Europe"
"551","Belize",1803,26.5,579,25500,"The Americas"
"552","Benin",1803,31,597,637000,"Africa"
"553","Bhutan",1803,28.8,630,392000,"Asia"
"554","Bolivia",1803,33,854,916000,"The Americas"
"555","Bosnia and Herzegovina",1803,35.1,669,852000,"Europe"
"556","Botswana",1803,33.6,397,120000,"Africa"
"557","Brazil",1803,32,1120,2730000,"The Americas"
"558","Brunei",1803,29.2,1510,2260,"Asia"
"559","Bulgaria",1803,35.9,1090,2240000,"Europe"
"560","Burkina Faso",1803,29.2,480,1670000,"Africa"
"561","Burundi",1803,31.5,419,899000,"Africa"
"562","Cambodia",1803,35,385,2090000,"Asia"
"563","Cameroon",1803,28.8,626,1860000,"Africa"
"564","Canada",1803,39,1340,538000,"The Americas"
"565","Central African Republic",1803,30,424,479000,"Africa"
"566","Chad",1803,30.9,418,1450000,"Africa"
"567","Chile",1803,32,744,771000,"The Americas"
"568","China",1803,32,732,335000000,"Asia"
"569","Colombia",1803,32,923,1210000,"The Americas"
"570","Comoros",1803,32.1,698,56300,"Africa"
"571","Costa Rica",1803,30.2,775,54400,"The Americas"
"572","Cote d'Ivoire",1803,31.2,822,1090000,"Africa"
"573","Croatia",1803,36.1,1110,1230000,"Europe"
"574","Cuba",1803,32.6,925,340000,"The Americas"
"575","Cyprus",1803,38.5,854,184000,"Europe"
"576","Czech Republic",1803,35,1920,5520000,"Europe"
"577","Denmark",1803,44.8,2020,1020000,"Europe"
"578","Djibouti",1803,29.9,759,22800,"Africa"
"579","Dominica",1803,NA,663,20000,"The Americas"
"580","Dominican Republic",1803,29.9,667,139000,"The Americas"
"581","Ecuador",1803,32.9,529,500000,"The Americas"
"582","Egypt",1803,33,1600,3600000,"Africa"
"583","El Salvador",1803,28.7,975,219000,"The Americas"
"584","Equatorial Guinea",1803,29.8,357,80400,"Africa"
"585","Eritrea",1803,30.2,532,205000,"Africa"
"586","Estonia",1803,34.8,941,334000,"Europe"
"587","Ethiopia",1803,29.7,523,12000000,"Africa"
"588","Fiji",1803,26.1,785,131000,"Oceania"
"589","Finland",1803,28.5,1250,847000,"Europe"
"590","France",1803,30.6,1850,29300000,"Europe"
"591","Gabon",1803,30.6,390,158000,"Africa"
"592","Georgia",1803,31.9,543,1070000,"Asia"
"593","Germany",1803,38.4,2040,18900000,"Europe"
"594","Ghana",1803,28,697,2020000,"Africa"
"595","Greece",1803,36.6,1380,2260000,"Europe"
"596","Grenada",1803,31.4,959,29400,"The Americas"
"597","Guatemala",1803,25.8,857,481000,"The Americas"
"598","Guinea",1803,29.5,450,984000,"Africa"
"599","Guinea-Bissau",1803,32,567,218000,"Africa"
"600","Guyana",1803,31.1,1220,166000,"The Americas"
"601","Haiti",1803,29,634,528000,"The Americas"
"602","Honduras",1803,33.9,675,131000,"The Americas"
"603","Hungary",1803,36,1250,3370000,"Europe"
"604","Iceland",1803,19.6,927,61400,"Europe"
"605","India",1803,24,854,202000000,"Asia"
"606","Indonesia",1803,30,979,16200000,"Asia"
"607","Iran",1803,25.6,1530,6080000,"Middle East"
"608","Iraq",1803,31.2,3840,1010000,"Middle East"
"609","Ireland",1803,38.3,1490,5490000,"Europe"
"610","Israel",1803,32,880,210000,"Middle East"
"611","Italy",1803,29.7,2910,19200000,"Europe"
"612","Jamaica",1803,34.2,1360,313000,"The Americas"
"613","Japan",1803,36.4,1010,28400000,"Asia"
"614","Jordan",1803,31.7,1130,202000,"Middle East"
"615","Kazakhstan",1803,26.2,1140,2040000,"Asia"
"616","Kenya",1803,25.5,862,2620000,"Africa"
"617","Kiribati",1803,24.9,552,17900,"Oceania"
"618","Kuwait",1803,26,1110,81300,"Middle East"
"619","Latvia",1803,33,754,591000,"Europe"
"620","Lebanon",1803,29.7,2150,305000,"Middle East"
"621","Lesotho",1803,32.8,352,276000,"Africa"
"622","Liberia",1803,31.1,797,314000,"Africa"
"623","Libya",1803,33.1,1050,230000,"Africa"
"624","Lithuania",1803,28.9,1270,779000,"Europe"
"625","Luxembourg",1803,36.9,1450,127000,"Europe"
"626","Madagascar",1803,30.5,573,1530000,"Africa"
"627","Malawi",1803,30.3,350,786000,"Africa"
"628","Malaysia",1803,30.6,1120,287000,"Asia"
"629","Maldives",1803,32.6,843,42400,"Asia"
"630","Mali",1803,26.4,603,1400000,"Africa"
"631","Malta",1803,28.7,782,134000,"Europe"
"632","Marshall Islands",1803,NA,540,5830,"Oceania"
"633","Mauritania",1803,32,528,383000,"Africa"
"634","Mauritius",1803,28.7,940,64200,"Africa"
"635","Mexico",1803,26.9,1510,5300000,"The Americas"
"636","Micronesia, Fed. Sts.",1803,26.7,519,16400,"Oceania"
"637","Moldova",1803,33.1,621,713000,"Europe"
"638","Mongolia",1803,31.8,592,603000,"Asia"
"639","Montenegro",1803,35.4,1060,127000,"Europe"
"640","Morocco",1803,33.1,715,2530000,"Africa"
"641","Mozambique",1803,30.3,391,2010000,"Africa"
"642","Myanmar",1803,30.8,594,5540000,"Asia"
"643","Namibia",1803,32.4,540,220000,"Africa"
"644","Nepal",1803,32.8,621,3980000,"Asia"
"645","Netherlands",1803,39.9,3330,2010000,"Europe"
"646","New Zealand",1803,34,658,180000,"Oceania"
"647","Nicaragua",1803,25.4,974,186000,"The Americas"
"648","Niger",1803,30.8,446,853000,"Africa"
"649","Nigeria",1803,30.4,856,12100000,"Africa"
"650","North Korea",1803,26,249,4350000,"Asia"
"651","North Macedonia",1803,36.1,690,392000,"Europe"
"652","Norway",1803,38.7,2550,895000,"Europe"
"653","Oman",1803,32.3,916,303000,"Middle East"
"654","Pakistan",1803,25.8,1020,13200000,"Asia"
"655","Panama",1803,32.9,847,77300,"The Americas"
"656","Papua New Guinea",1803,31.5,546,755000,"Oceania"
"657","Paraguay",1803,35.5,835,268000,"The Americas"
"658","Peru",1803,35.7,1040,1280000,"The Americas"
"659","Philippines",1803,30.9,1090,2310000,"Asia"
"660","Poland",1803,35.9,1020,9200000,"Europe"
"661","Portugal",1803,35.6,1870,2830000,"Europe"
"662","Qatar",1803,30.8,1110,14100,"Middle East"
"663","Romania",1803,35.7,377,5630000,"Europe"
"664","Russia",1803,29.6,1440,31300000,"Europe"
"665","Rwanda",1803,31.8,433,928000,"Africa"
"666","Samoa",1803,25.4,1400,47300,"Oceania"
"667","Sao Tome and Principe",1803,31,855,22700,"Africa"
"668","Saudi Arabia",1803,32.1,2370,2010000,"Middle East"
"669","Senegal",1803,25.2,497,1010000,"Africa"
"670","Serbia",1803,35.5,1360,2150000,"Europe"
"671","Seychelles",1803,37,801,12500,"Africa"
"672","Sierra Leone",1803,25.1,734,794000,"Africa"
"673","Singapore",1803,29.1,1020,30000,"Asia"
"674","Slovenia",1803,36.6,1410,470000,"Europe"
"675","Solomon Islands",1803,25.1,363,57000,"Oceania"
"676","Somalia",1803,29.4,696,990000,"Africa"
"677","South Africa",1803,33.5,2200,1460000,"Africa"
"678","South Korea",1803,25.8,462,9400000,"Asia"
"679","South Sudan",1803,26.7,507,1030000,"Africa"
"680","Spain",1803,29.5,1620,11600000,"Europe"
"681","Sri Lanka",1803,32.6,799,1660000,"Asia"
"682","St. Lucia",1803,28,875,24000,"The Americas"
"683","St. Vincent and the Grenadines",1803,26,838,25800,"The Americas"
"684","Sudan",1803,31.4,518,4010000,"Africa"
"685","Suriname",1803,32.9,1640,80700,"The Americas"
"686","Swaziland",1803,32.3,490,84700,"Africa"
"687","Sweden",1803,40.3,1490,2470000,"Europe"
"688","Switzerland",1803,38,2700,1780000,"Europe"
"689","Syria",1803,31.1,503,1260000,"Middle East"
"690","Tajikistan",1803,24.2,557,467000,"Asia"
"691","Tanzania",1803,32.2,562,3000000,"Africa"
"692","Thailand",1803,30.4,795,3210000,"Asia"
"693","Timor-Leste",1803,28.9,524,137000,"Asia"
"694","Togo",1803,31.3,683,446000,"Africa"
"695","Tonga",1803,28.2,663,18600,"Oceania"
"696","Trinidad and Tobago",1803,32.9,1230,23600,"The Americas"
"697","Tunisia",1803,28.8,716,811000,"Africa"
"698","Turkey",1803,35,1190,9810000,"Europe"
"699","Turkmenistan",1803,24,946,367000,"Asia"
"700","Uganda",1803,25.3,464,2440000,"Africa"
"701","Ukraine",1803,36.6,766,11200000,"Europe"
"702","United Arab Emirates",1803,30.7,1010,40200,"Middle East"
"703","United Kingdom",1803,37.3,3190,11100000,"Europe"
"704","United States",1803,39.4,2020,6350000,"The Americas"
"705","Uruguay",1803,32.9,1830,55000,"The Americas"
"706","Uzbekistan",1803,26.9,502,1920000,"Asia"
"707","Vanuatu",1803,24.3,586,27800,"Oceania"
"708","Venezuela",1803,32.2,1190,936000,"The Americas"
"709","Vietnam",1803,32,778,4310000,"Asia"
"710","Yemen",1803,23.4,884,2590000,"Middle East"
"711","Zambia",1803,32.6,668,782000,"Africa"
"712","Zimbabwe",1803,33.7,872,1090000,"Africa"
"713","Afghanistan",1804,28.2,603,3280000,"Asia"
"714","Albania",1804,35.4,667,407000,"Europe"
"715","Algeria",1804,28.8,719,2540000,"Africa"
"716","Andorra",1804,NA,1210,2650,"Europe"
"717","Angola",1804,27,628,1570000,"Africa"
"718","Antigua and Barbuda",1804,33.5,757,37000,"The Americas"
"719","Argentina",1804,33.2,1660,479000,"The Americas"
"720","Armenia",1804,34,514,413000,"Asia"
"721","Australia",1804,34,836,222000,"Oceania"
"722","Austria",1804,34.4,1880,3070000,"Europe"
"723","Azerbaijan",1804,29.2,775,880000,"Asia"
"724","Bahrain",1804,30.3,1260,64500,"Middle East"
"725","Bangladesh",1804,25.5,876,19300000,"Asia"
"726","Barbados",1804,32.1,914,81700,"The Americas"
"727","Belarus",1804,36.2,609,2360000,"Europe"
"728","Belgium",1804,40,2400,3290000,"Europe"
"729","Belize",1804,26.5,579,25500,"The Americas"
"730","Benin",1804,31,597,637000,"Africa"
"731","Bhutan",1804,28.8,630,392000,"Asia"
"732","Bolivia",1804,33,854,926000,"The Americas"
"733","Bosnia and Herzegovina",1804,35.1,669,852000,"Europe"
"734","Botswana",1804,33.6,397,119000,"Africa"
"735","Brazil",1804,32,1120,2810000,"The Americas"
"736","Brunei",1804,29.2,1510,2260,"Asia"
"737","Bulgaria",1804,36,1090,2240000,"Europe"
"738","Burkina Faso",1804,29.2,480,1670000,"Africa"
"739","Burundi",1804,31.5,420,899000,"Africa"
"740","Cambodia",1804,35,385,2090000,"Asia"
"741","Cameroon",1804,28.8,626,1860000,"Africa"
"742","Canada",1804,39,1350,551000,"The Americas"
"743","Central African Republic",1804,30,424,479000,"Africa"
"744","Chad",1804,30.9,418,1460000,"Africa"
"745","Chile",1804,32,744,771000,"The Americas"
"746","China",1804,32,730,336000000,"Asia"
"747","Colombia",1804,32,918,1210000,"The Americas"
"748","Comoros",1804,32.1,699,56300,"Africa"
"749","Costa Rica",1804,30.2,775,54900,"The Americas"
"750","Cote d'Ivoire",1804,31.2,825,1090000,"Africa"
"751","Croatia",1804,36.1,1120,1230000,"Europe"
"752","Cuba",1804,32.7,932,366000,"The Americas"
"753","Cyprus",1804,38.5,854,184000,"Europe"
"754","Czech Republic",1804,35,1920,5520000,"Europe"
"755","Denmark",1804,42.8,2030,1030000,"Europe"
"756","Djibouti",1804,29.9,762,22800,"Africa"
"757","Dominica",1804,NA,663,20000,"The Americas"
"758","Dominican Republic",1804,29.9,667,135000,"The Americas"
"759","Ecuador",1804,32.9,529,500000,"The Americas"
"760","Egypt",1804,33,1600,3630000,"Africa"
"761","El Salvador",1804,28.7,975,211000,"The Americas"
"762","Equatorial Guinea",1804,29.8,357,80400,"Africa"
"763","Eritrea",1804,30.2,532,205000,"Africa"
"764","Estonia",1804,34.4,942,334000,"Europe"
"765","Ethiopia",1804,29.7,523,12000000,"Africa"
"766","Fiji",1804,26.1,785,131000,"Oceania"
"767","Finland",1804,35.9,1250,863000,"Europe"
"768","France",1804,29.4,1850,29400000,"Europe"
"769","Gabon",1804,30.6,390,158000,"Africa"
"770","Georgia",1804,31.9,543,1070000,"Asia"
"771","Germany",1804,38.4,2050,19200000,"Europe"
"772","Ghana",1804,28,698,2020000,"Africa"
"773","Greece",1804,36.6,1390,2260000,"Europe"
"774","Grenada",1804,31.4,959,29400,"The Americas"
"775","Guatemala",1804,25.8,858,488000,"The Americas"
"776","Guinea",1804,29.5,450,984000,"Africa"
"777","Guinea-Bissau",1804,32,567,218000,"Africa"
"778","Guyana",1804,31.1,1220,166000,"The Americas"
"779","Haiti",1804,29,634,538000,"The Americas"
"780","Honduras",1804,33.9,675,131000,"The Americas"
"781","Hungary",1804,36,1250,3410000,"Europe"
"782","Iceland",1804,24.8,927,61400,"Europe"
"783","India",1804,23.5,849,202000000,"Asia"
"784","Indonesia",1804,30,975,16300000,"Asia"
"785","Iran",1804,25.6,1530,6110000,"Middle East"
"786","Iraq",1804,31.2,3840,1020000,"Middle East"
"787","Ireland",1804,38.3,1500,5580000,"Europe"
"788","Israel",1804,32,880,210000,"Middle East"
"789","Italy",1804,29.7,3040,19200000,"Europe"
"790","Jamaica",1804,34.2,1360,318000,"The Americas"
"791","Japan",1804,36.4,1010,28600000,"Asia"
"792","Jordan",1804,31.7,1130,203000,"Middle East"
"793","Kazakhstan",1804,26.2,1150,2040000,"Asia"
"794","Kenya",1804,25.5,864,2630000,"Africa"
"795","Kiribati",1804,24.9,553,17900,"Oceania"
"796","Kuwait",1804,26,1110,81300,"Middle East"
"797","Latvia",1804,33,754,591000,"Europe"
"798","Lebanon",1804,29.7,2160,306000,"Middle East"
"799","Lesotho",1804,32.8,352,276000,"Africa"
"800","Liberia",1804,31.1,797,314000,"Africa"
"801","Libya",1804,33.1,1050,231000,"Africa"
"802","Lithuania",1804,28.9,1280,779000,"Europe"
"803","Luxembourg",1804,36.9,1450,127000,"Europe"
"804","Madagascar",1804,30.5,573,1530000,"Africa"
"805","Malawi",1804,30.3,350,803000,"Africa"
"806","Malaysia",1804,30.6,1120,287000,"Asia"
"807","Maldives",1804,32.6,843,42400,"Asia"
"808","Mali",1804,26.4,603,1400000,"Africa"
"809","Malta",1804,28.7,782,134000,"Europe"
"810","Marshall Islands",1804,NA,540,5830,"Oceania"
"811","Mauritania",1804,32,528,383000,"Africa"
"812","Mauritius",1804,28.7,941,66000,"Africa"
"813","Mexico",1804,26.9,1480,5370000,"The Americas"
"814","Micronesia, Fed. Sts.",1804,26.7,519,16400,"Oceania"
"815","Moldova",1804,33.1,621,713000,"Europe"
"816","Mongolia",1804,31.8,592,604000,"Asia"
"817","Montenegro",1804,35.4,1060,127000,"Europe"
"818","Morocco",1804,33.1,715,2540000,"Africa"
"819","Mozambique",1804,30.3,391,2020000,"Africa"
"820","Myanmar",1804,30.8,594,5390000,"Asia"
"821","Namibia",1804,32.4,540,217000,"Africa"
"822","Nepal",1804,32.8,621,3980000,"Asia"
"823","Netherlands",1804,39.9,3330,2020000,"Europe"
"824","New Zealand",1804,34,659,174000,"Oceania"
"825","Nicaragua",1804,25.4,974,186000,"The Americas"
"826","Niger",1804,30.8,446,853000,"Africa"
"827","Nigeria",1804,30.4,857,12100000,"Africa"
"828","North Korea",1804,26,249,4350000,"Asia"
"829","North Macedonia",1804,36.1,690,392000,"Europe"
"830","Norway",1804,40.5,2550,894000,"Europe"
"831","Oman",1804,32.3,916,304000,"Middle East"
"832","Pakistan",1804,25.8,1020,13200000,"Asia"
"833","Panama",1804,32.9,848,77800,"The Americas"
"834","Papua New Guinea",1804,31.5,547,755000,"Oceania"
"835","Paraguay",1804,35.5,836,259000,"The Americas"
"836","Peru",1804,35.7,1040,1280000,"The Americas"
"837","Philippines",1804,30.9,1090,2260000,"Asia"
"838","Poland",1804,35.9,1000,9270000,"Europe"
"839","Portugal",1804,35.6,1960,2850000,"Europe"
"840","Qatar",1804,30.8,1110,14100,"Middle East"
"841","Romania",1804,35.7,377,5670000,"Europe"
"842","Russia",1804,29.6,1440,31300000,"Europe"
"843","Rwanda",1804,31.8,433,928000,"Africa"
"844","Samoa",1804,25.4,1400,47300,"Oceania"
"845","Sao Tome and Principe",1804,31,857,22700,"Africa"
"846","Saudi Arabia",1804,32.1,2370,2020000,"Middle East"
"847","Senegal",1804,25.2,497,1010000,"Africa"
"848","Serbia",1804,35.5,1360,2150000,"Europe"
"849","Seychelles",1804,37,804,12500,"Africa"
"850","Sierra Leone",1804,25.1,734,794000,"Africa"
"851","Singapore",1804,29.1,1020,30000,"Asia"
"852","Slovenia",1804,36.6,1410,470000,"Europe"
"853","Solomon Islands",1804,25.1,363,57000,"Oceania"
"854","Somalia",1804,29.4,696,991000,"Africa"
"855","South Africa",1804,33.5,2180,1470000,"Africa"
"856","South Korea",1804,25.8,462,9400000,"Asia"
"857","South Sudan",1804,26.7,508,1030000,"Africa"
"858","Spain",1804,29.5,1630,11600000,"Europe"
"859","Sri Lanka",1804,32.6,799,1630000,"Asia"
"860","St. Lucia",1804,28,875,24000,"The Americas"
"861","St. Vincent and the Grenadines",1804,26,838,25800,"The Americas"
"862","Sudan",1804,31.4,519,4020000,"Africa"
"863","Suriname",1804,32.9,1640,80700,"The Americas"
"864","Swaziland",1804,32.3,490,84200,"Africa"
"865","Sweden",1804,39.7,1390,2460000,"Europe"
"866","Switzerland",1804,38,2700,1790000,"Europe"
"867","Syria",1804,31.1,503,1270000,"Middle East"
"868","Tajikistan",1804,24.2,557,467000,"Asia"
"869","Tanzania",1804,32.2,562,3000000,"Africa"
"870","Thailand",1804,30.4,795,3280000,"Asia"
"871","Timor-Leste",1804,28.9,525,137000,"Asia"
"872","Togo",1804,31.3,683,446000,"Africa"
"873","Tonga",1804,28.2,663,18600,"Oceania"
"874","Trinidad and Tobago",1804,32.9,1230,24900,"The Americas"
"875","Tunisia",1804,28.8,716,814000,"Africa"
"876","Turkey",1804,35,1200,9820000,"Europe"
"877","Turkmenistan",1804,24,947,367000,"Asia"
"878","Uganda",1804,25.3,464,2410000,"Africa"
"879","Ukraine",1804,36.6,767,11200000,"Europe"
"880","United Arab Emirates",1804,30.7,1010,40200,"Middle East"
"881","United Kingdom",1804,41.4,3140,11200000,"Europe"
"882","United States",1804,39.4,2010,6470000,"The Americas"
"883","Uruguay",1804,32.9,1840,55000,"The Americas"
"884","Uzbekistan",1804,26.9,503,1920000,"Asia"
"885","Vanuatu",1804,24.3,586,27800,"Oceania"
"886","Venezuela",1804,32.2,1190,916000,"The Americas"
"887","Vietnam",1804,32,778,4410000,"Asia"
"888","Yemen",1804,23.4,887,2590000,"Middle East"
"889","Zambia",1804,32.6,670,794000,"Africa"
"890","Zimbabwe",1804,33.7,873,1090000,"Africa"
"891","Afghanistan",1805,28.2,603,3280000,"Asia"
"892","Albania",1805,35.4,668,409000,"Europe"
"893","Algeria",1805,28.8,720,2550000,"Africa"
"894","Andorra",1805,NA,1210,2650,"Europe"
"895","Angola",1805,27,631,1570000,"Africa"
"896","Antigua and Barbuda",1805,33.5,757,37000,"The Americas"
"897","Argentina",1805,33.2,1660,466000,"The Americas"
"898","Armenia",1805,34,514,413000,"Asia"
"899","Australia",1805,34,841,227000,"Oceania"
"900","Austria",1805,34.4,1880,3090000,"Europe"
"901","Azerbaijan",1805,29.2,776,880000,"Asia"
"902","Bahrain",1805,30.3,1260,64500,"Middle East"
"903","Bangladesh",1805,25.5,876,19400000,"Asia"
"904","Barbados",1805,32.1,914,81700,"The Americas"
"905","Belarus",1805,36.2,609,2360000,"Europe"
"906","Belgium",1805,40,2400,3300000,"Europe"
"907","Belize",1805,26.5,579,25500,"The Americas"
"908","Benin",1805,31,597,637000,"Africa"
"909","Bhutan",1805,28.8,630,392000,"Asia"
"910","Bolivia",1805,33,854,936000,"The Americas"
"911","Bosnia and Herzegovina",1805,35.1,669,852000,"Europe"
"912","Botswana",1805,33.6,398,119000,"Africa"
"913","Brazil",1805,32,1120,2900000,"The Americas"
"914","Brunei",1805,29.2,1510,2260,"Asia"
"915","Bulgaria",1805,36,1090,2230000,"Europe"
"916","Burkina Faso",1805,29.2,480,1670000,"Africa"
"917","Burundi",1805,31.5,420,899000,"Africa"
"918","Cambodia",1805,35,385,2090000,"Asia"
"919","Cameroon",1805,28.8,627,1860000,"Africa"
"920","Canada",1805,39,1360,565000,"The Americas"
"921","Central African Republic",1805,30,424,479000,"Africa"
"922","Chad",1805,30.9,418,1460000,"Africa"
"923","Chile",1805,32,744,771000,"The Americas"
